(49.61332909288824, 10.177720423780487), (49.61332909288824, 10.177913298780487)
(49.61333830624093, 10.178186146341464), (49.61333830624093, 10.177922707317073)
(49.613494933236574, 10.178035609756098), (49.613494933236574, 10.178054426829268)
(49.613494933236574, 10.178021496951219), (49.613494933236574, 10.178002679878048)
(49.61336287518142, 10.177969749999999), (49.61335673294629, 10.177969749999999)
(49.61344886647315, 10.178186146341464), (49.61344886647315, 10.177838030487804)
(49.61311104354136, 10.17818144207317), (49.61311104354136, 10.17895294207317)
(49.61299434107402, 10.178943533536584), (49.61299434107402, 10.178590713414634)
(49.61275172278665, 10.178788292682926), (49.61275172278665, 10.17890119512195)
(49.612638091436864, 10.178896490853658), (49.612638091436864, 10.17884944817073)
(49.61298819883889, 10.178219076219511), (49.61298819883889, 10.178553079268292)
(49.61304655007257, 10.17895294207317), (49.61304655007257, 10.177936820121952)
(49.61316018142235, 10.177870960365853), (49.61316018142235, 10.178943533536584)
(49.613031194484755, 10.177809804878049), (49.61304347895501, 10.177809804878049)
(49.613028123367194, 10.177696902439024), (49.613028123367194, 10.177767466463415)
(49.61308033236575, 10.178134399390244), (49.61308033236575, 10.177687493902438)
(49.61315403918722, 10.177776875), (49.61315403918722, 10.177852143292682)
(49.613203177068215, 10.178176737804877), (49.613203177068215, 10.177687493902438)
(49.61338437300435, 10.177800396341462), (49.61338437300435, 10.178186146341464)
(49.613433510885336, 10.177823917682927), (49.613439653120466, 10.177823917682927)
(49.61330759506531, 10.177711015243903), (49.61328916835994, 10.177711015243903)
(49.61327074165457, 10.178186146341464), (49.61327074165457, 10.177701606707316)
(49.613135612481855, 10.177673381097561), (49.613135612481855, 10.177772170731707)
(49.612972843251086, 10.178195554878048), (49.612972843251086, 10.177687493902438)
(49.61268722931785, 10.17784743902439), (49.61268722931785, 10.178896490853658)
(49.61227262844702, 10.178872969512195), (49.61227262844702, 10.178120286585365)
(49.61203615239477, 10.17828493597561), (49.61203615239477, 10.178858856707317)
(49.611676831640054, 10.17883063109756), (49.611676831640054, 10.178609530487805)
(49.61155705805515, 10.178661277439025), (49.61155705805515, 10.17883063109756)
(49.61155705805515, 10.178647164634146), (49.61155705805515, 10.178623643292683)
(49.61167376052249, 10.178548375), (49.61167376052249, 10.178571896341463)
(49.61180274746008, 10.178821222560975), (49.61180274746008, 10.17842606402439)
(49.6116092670537, 10.178341387195122), (49.6116092670537, 10.178821222560975)
(49.611550915820025, 10.178534262195122), (49.611550915820025, 10.17828493597561)
(49.61167376052249, 10.178176737804877), (49.61167376052249, 10.178482515243902)
(49.61197473004354, 10.178844743902438), (49.61197473004354, 10.178214371951219)
(49.61202693904209, 10.178270823170731), (49.61202386792453, 10.178270823170731)
(49.612211206095786, 10.178863560975609), (49.612211206095786, 10.178073243902439)
(49.61219892162554, 10.177979158536585), (49.61219892162554, 10.17800738414634)
(49.61215592597968, 10.178868265243901), (49.61215592597968, 10.177823917682927)
