(49.61179046298984, 10.17805913109756), (49.61179046298984, 10.178364908536585)
(49.611913307692305, 10.17883063109756), (49.611913307692305, 10.17800738414634)
(49.61202693904209, 10.177894481707316), (49.61202693904209, 10.17823318902439)
(49.61201465457184, 10.177842734756098), (49.61201465457184, 10.177809804878049)
(49.61196551669085, 10.177786283536586), (49.61196551669085, 10.178204963414634)
(49.611854956458636, 10.178840039634146), (49.611854956458636, 10.177776875)
(49.61161233817126, 10.177927411585365), (49.61161233817126, 10.178331978658536)
(49.61166147605225, 10.178176737804877), (49.61166147605225, 10.17774394512195)
(49.61183960087082, 10.177720423780487), (49.61183960087082, 10.17776276219512)
(49.6118979521045, 10.177932115853658), (49.6118979521045, 10.177663972560975)
(49.61195937445573, 10.17774394512195), (49.61195937445573, 10.177776875)
(49.61201465457184, 10.17779569207317), (49.61201465457184, 10.177645155487804)
(49.61209143251088, 10.177706310975609), (49.61209143251088, 10.178868265243901)
(49.6124507532656, 10.17888237804878), (49.6124507532656, 10.177960341463415)
(49.61250603338171, 10.177974454268291), (49.61250603338171, 10.178877673780487)
(49.61242311320755, 10.177927411585365), (49.612438468795354, 10.177927411585365)
(49.612444611030476, 10.17789918597561), (49.612438468795354, 10.17789918597561)
(49.612545957910015, 10.17789918597561), (49.61255210014514, 10.17789918597561)
(49.61256745573294, 10.177908594512195), (49.61256745573294, 10.178891786585366)
(49.612671873730044, 10.177805100609756), (49.612678015965166, 10.177805100609756)
(49.61266266037735, 10.177673381097561), (49.61266266037735, 10.17774394512195)
(49.61261966473149, 10.178821222560975), (49.61261966473149, 10.177668676829267)
(49.612736367198835, 10.177673381097561), (49.612736367198835, 10.178731841463414)
(49.61279164731495, 10.17890119512195), (49.61279164731495, 10.177673381097561)
(49.6128592119013, 10.177678085365853), (49.6128592119013, 10.178934125)
(49.61291449201742, 10.178938829268292), (49.61291449201742, 10.177678085365853)
(49.61254288679245, 10.177663972560975), (49.61254288679245, 10.177861551829269)
(49.61249374891146, 10.177955637195122), (49.61249374891146, 10.177668676829267)
(49.61238625979681, 10.177678085365853), (49.61238625979681, 10.178877673780487)
(49.61226341509434, 10.178106173780487), (49.61226341509434, 10.177706310975609)
(49.61225420174165, 10.177649859756096), (49.61222349056604, 10.177649859756096)
(49.6121866371553, 10.177941524390244), (49.6121866371553, 10.17763574695122)
(49.61212521480406, 10.17763574695122), (49.61212521480406, 10.177776875)
(49.61206993468795, 10.177696902439024), (49.61206993468795, 10.177640451219512)
(49.611950161103046, 10.177631042682926), (49.611950161103046, 10.177739240853658)
(49.61188566763425, 10.177640451219512), (49.61190102322206, 10.177640451219512)
(49.611842671988384, 10.177640451219512), (49.61182731640058, 10.177640451219512)
(49.611784320754715, 10.178045018292682), (49.611784320754715, 10.177626338414633)
(49.6117290406386, 10.177626338414633), (49.6117290406386, 10.178788292682926)
(49.61153863134978, 10.178223780487805), (49.61153863134978, 10.177659268292683)
(49.61154170246734, 10.177631042682926), (49.61154170246734, 10.177640451219512)
(49.61160005370101, 10.177870960365853), (49.61160005370101, 10.177631042682926)
(49.61165840493469, 10.177631042682926), (49.61165840493469, 10.177720423780487)
(49.61228184179971, 10.177645155487804), (49.61229105515239, 10.177645155487804)
(49.61232483744557, 10.177640451219512), (49.61232483744557, 10.178872969512195)
(49.612343264150944, 10.17765456402439), (49.612383188679246, 10.17765456402439)
(49.61242004208998, 10.177645155487804), (49.61242004208998, 10.17789918597561)
